"date_mdy","journal_entry","location","year","month","longitude","latitude"
1882-01-01,"Wind Westerly, and pleasant. about home in Winter Harbor. The Schr SeaLueen of which I have been in has hauled up one week.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-02,"Wind Northerly and in forenoon blustering snow storm and cold afternoon clear and cold","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-03,"Wind West North West and cold. Work all day on cold Schr A. G. Brook laying deck that was begun the last day of Dec 1881. alsaputing in heam and watch cumbing.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-04,"Wind North North West and very cold. the vapor very dence. Work all day on A. G. Brooks laying deck","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-05,"Wind North West the air the air very keen Thermometer in the morning at zero Work, all day on A. G. Brooks. Thermometr at night 10 degrees above zero.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-06,"Wind Northerly in morn Thermometer 3 degrees below zero, at day light. Work all day on A.G.Brooks. In afternoon wind Southerly and warm. The weather threatening a storm","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-07,"Wind Easterly and snowing in the morning. wind hauling in Northerly in afternoon and cleared of warm and pleasant.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-08,"Calm all the forenoon, and pleasant Thermometer at 33° above zero In aftern wind East and cloudy and wind hauling out Southerly. at dark commenced snowing wind breezing.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-09,"Wind Southerly and rainy in morning At 9.30 cleared up, and went on board the A.G.Brooks to work. At night hauled westerly Recd by Express the patent gas burner and washing compound from Charlotte Mich Frank A  Ells and CoAgts Wrote to Town Clerk to leave Eugene B. Tracy and Florence L. Joy published","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-10,"Wind North West with very fresh breeze blustering. Work all day on the Schr. A.G. Brooks Completed main deck","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-11,"Wind North East work all day on A.G.Brooks. At noon it commenced snowing and snowed hard all the afternoon and Evening. Finished work on Brooks.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-12,"Wind North West. Fresh breeze Took orders for lamp burning","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-13,"Wind South South East with fresh breeze. In afternoon commenced snowing. evening commenced raining. Filed saw for F. P. Gerrish. Took orders for gas burners to rise in lamps","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-14,"Wind NorthWest. Fresh breeze. Staid at home and filed saws.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-15,"Wind South West very fresh breeze. and fine weather In the Evening. Married Mr Eugene B. Tracy and MiSs Florence L. Joy both of Gouldsboro:","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-16,"Wind Westerly and weather threatening for snow Showered snow from the high way Mended Rocking chair for Annie Smallidge","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-17,"Wind North all day. Thick with snow in the forenoon, and in the afternoon it cleared up pleasant.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-18,"Wind Northerly in the morning. Vapor very dense. Thermometer 10° below zero at 8 AM. Wind hauled Easterly and Southerly. The Thermometer 18° above zero at noon Showered some in the highway Filed saws etc. In evening went to Lyceum Question Resolve that amous conscience is his true moral guide.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-19,"Calm in forenoon with rain and snow. at noon cleared up with Northerly Hauled the Schr Egret from the head of wharf to the side","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-20,"Wind Northerly in morning and South Easterly at night. Worked in the after noon for G.W. Tracy making sled rack. In the evening it commenced snowing.","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-21,"Calm all day and warm. atmosphere wet and thick with fog Work in the forenoon putting up joiners back in fishhouse to be used for a carpenters shop. and in the afternoon went on board the Grampus to see about putting on a house","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-22,"Calm in the morning and rainy. In the afternoon wind of North West and commenced to grow cold","Winter Harbor",1882,1,-68.09811741,44.39116851
1882-01-23,"Wind NorthWest Thermometer at zero at sunrise. 6 degrees above, during the warmest part of the day and at night the Thermometer falling Set stove up in the fishhouse that Jane going to use for a work. shop","Winter Harbor",1882,1,-68.09811741,44.39116851
