"date_mdy","journal_entry","location","year","month","longitude","latitude"
1876-01-01,"Nearly Calm all day am Carpenter on board the I bark Teekalet of New York In the Mediterranean Lea. Lat 39°.14 North. Long 1° 13 East. bound to Leghorn Italy with tobacco","Leghorn",1876,1,10.3080108,43.551876
1876-01-11,"The wind Easterly fresh breeze and overcast at 4 oclock in the afternooon reefed fore and main topsail tacked ship of the Island  Corsica wind increasing","Corsica Island",1876,1,9.149022,42.30941
1876-01-15,"The wind Easterly sair breeze set all sail. for the afternoon reefed Main topgallant sail. at 4 PM. tacked ship of the Island of Corsica","Corsica Island",1876,1,9.149022,42.30941
1876-01-17,"Nearly Calm all day and very pleasant. of the island of Corsica at night very moderate to the West. Shacpeled chain on Port bow anchor","Corsica Island",1876,1,9.149022,42.30941
1876-01-18,"The wind Westerly. in ther morning and within 20 miles of Leg horn. at 8.AM took the wind very moderate to the East","Leghorn",1876,1,10.3080108,43.551876
1876-01-19,"The wind Easterly anchored in Leghorn at 8 oclock in the forenoon. and moored head and stern Reed two letters from home and wrote one home","Leghorn",1876,1,10.3080108,43.551876
1876-01-22,"The wind Easterly and rainy in morning discharged of tobacco. afternoon the wind Northerly and pleasant Got finger jamed in cojes of winch. went to Hospital got it done up","Leghorn",1876,1,10.3080108,43.551876
1876-01-23,"The wind Easterly and very pleasant.","Leghorn",1876,1,10.3080108,43.551876
1876-01-24,"The wind Easterly discharged in three lighters with tobacco. in forenoon. Went to Hospital and had finder done up","Leghorn",1876,1,10.3080108,43.551876
1876-01-25,"The wind East discharged in two lighter with tobacco","Leghorn",1876,1,10.3080108,43.551876
1876-01-26,"The wind Easterly wrote letter to J.H.S. and Galen Smith. Went to Hospital and got fingers done up","Leghorn",1876,1,10.3080108,43.551876
1876-01-27,"The wind Easterly Went to Hospital had finger done up very severe pain","Leghorn",1876,1,10.3080108,43.551876
1876-01-28,"Made an other visit to the Doctors for the cure of my finger Exceedingly painful","Leghorn",1876,1,10.3080108,43.551876
1876-01-29,"A visit to the Doctor","Leghorn",1876,1,10.3080108,43.551876
1876-01-30,"Went to the Hospital to to stay until the cure of my finger","Leghorn",1876,1,10.3080108,43.551876
1876-01-31,"The pain Exceedingly great","Leghorn",1876,1,10.3080108,43.551876
1876-02-01,"Had finger lanced to the bone from middle point to End after the Doctors had held long consultation","Leghorn",1876,2,10.3080108,43.551876
1876-02-02,"Finger so badly inflamed the doctor dare not take it of","Leghorn",1876,2,10.3080108,43.551876
1876-02-03,"Finger and hand very badly inflamed. cloths wet in ice water laid on back of my hand to stop the inflamation from going up any higher.","Leghorn",1876,2,10.3080108,43.551876
1876-02-04,"Was removed in an arm chair up several flights of stairs to the upper part of the building. A long consultation of Doctors as to whether it was best to take my finger off","Leghorn",1876,2,10.3080108,43.551876
1876-02-05,"No inflamation in hand but for some reason un noon to me, the doctors have decided not to trouble my hand to day","Leghorn",1876,2,10.3080108,43.551876
1876-02-06,"In Hospital at Leghorn so much run down by exceedingly great pain I am unable to get of my bed not having strength to stand alone","Leghorn",1876,2,10.3080108,43.551876
1876-02-07,"In Hospital at Leghorn","Leghorn",1876,2,10.3080108,43.551876
1876-02-08,"In Hospital at Leghorn Italy","Leghorn",1876,2,10.3080108,43.551876
1876-02-09,"Belong to the Bark Tukalet of New York but have been put ashore in the Hospital on account of a lame hand and expect to have it taken of","Leghorn",1876,2,10.3080108,43.551876
1876-02-10,"NA","Leghorn",1876,2,10.3080108,43.551876
1876-02-11,"NA","Leghorn",1876,2,10.3080108,43.551876
